/Users/halim/Desktop/IMG/center_2018_03_15_15_06_53_249.jpg,/Users/halim/Desktop/IMG/left_2018_03_15_15_06_53_249.jpg,/Users/halim/Desktop/IMG/right_2018_03_15_15_06_53_249.jpg,0,0,0,1.420195E-05
/Users/halim/Desktop/IMG/center_2018_03_15_15_06_53_321.jpg,/Users/halim/Desktop/IMG/left_2018_03_15_15_06_53_321.jpg,/Users/halim/Desktop/IMG/right_2018_03_15_15_06_53_321.jpg,0,0,0,4.172265E-06
/Users/halim/Desktop/IMG/center_2018_03_15_15_06_53_394.jpg,/Users/halim/Desktop/IMG/left_2018_03_15_15_06_53_394.jpg,/Users/halim/Desktop/IMG/right_2018_03_15_15_06_53_394.jpg,0,0,0,8.786228E-06
/Users/halim/Desktop/IMG/center_2018_03_15_15_06_53_468.jpg,/Users/halim/Desktop/IMG/left_2018_03_15_15_06_53_468.jpg,/Users/halim/Desktop/IMG/right_2018_03_15_15_06_53_468.jpg,0,0,0,1.158947E-05
/Users/halim/Desktop/IMG/center_2018_03_15_15_06_53_541.jpg,/Users/halim/Desktop/IMG/left_2018_03_15_15_06_53_541.jpg,/Users/halim/Desktop/IMG/right_2018_03_15_15_06_53_541.jpg,0,0,0,3.746506E-05
/Users/halim/Desktop/IMG/center_2018_03_15_15_06_53_616.jpg,/Users/halim/Desktop/IMG/left_2018_03_15_15_06_53_616.jpg,/Users/halim/Desktop/IMG/right_2018_03_15_15_06_53_616.jpg,0,0,0,1.41464E-05
/Users/halim/Desktop/IMG/center_2018_03_15_15_06_53_688.jpg,/Users/halim/Desktop/IMG/left_2018_03_15_15_06_53_688.jpg,/Users/halim/Desktop/IMG/right_2018_03_15_15_06_53_688.jpg,0,0,0,2.222157E-05
/Users/halim/Desktop/IMG/center_2018_03_15_15_06_53_765.jpg,/Users/halim/Desktop/IMG/left_2018_03_15_15_06_53_765.jpg,/Users/halim/Desktop/IMG/right_2018_03_15_15_06_53_765.jpg,0,0,0,2.029183E-05
/Users/halim/Desktop/IMG/center_2018_03_15_15_06_53_832.jpg,/Users/halim/Desktop/IMG/left_2018_03_15_15_06_53_832.jpg,/Users/halim/Desktop/IMG/right_2018_03_15_15_06_53_832.jpg,0,0,0,8.329284E-06
/Users/halim/Desktop/IMG/center_2018_03_15_15_06_53_913.jpg,/Users/halim/Desktop/IMG/left_2018_03_15_15_06_53_913.jpg,/Users/halim/Desktop/IMG/right_2018_03_15_15_06_53_913.jpg,0,0,0,6.556677E-06
